monthly_availability,projected_monthly_income,room_types
7,15000,apartment
0,4770,apartment
0,17850,apartment
0,3750,room
3,2100,room
2,1050,room
0,8250,apartment
7,6750,apartment
0,15000,apartment
29,2670,apartment
25,7500,apartment
14,4350,apartment
12,4500,apartment
7,4500,apartment
13,2250,room
26,2670,apartment
2,1200,room
24,3900,apartment
9,20400,apartment
0,9750,apartment
6,2400,room
11,10470,apartment
0,1470,room
0,5940,apartment
7,2850,apartment
14,10470,apartment
29,3750,apartment
0,13500,apartment
5,4500,apartment
10,33000,apartment
0,8250,apartment
6,4650,apartment
29,1650,room
4,1950,room
5,10470,apartment
6,6000,apartment
0,10500,apartment
7,3600,apartment
4,1800,room
30,1800,room
7,5970,apartment
7,36000,apartment
12,3180,apartment
5,9150,apartment
26,4500,apartment
9,4470,apartment
0,4470,apartment
22,4500,apartment
0,8250,apartment
14,5970,apartment
22,2970,apartment
23,5850,apartment
29,4500,room
24,10500,apartment
5,7200,apartment
5,4950,apartment
1,4140,apartment
9,4710,apartment
16,5850,apartment
7,4470,apartment
0,11250,apartment
27,5970,apartment
11,2610,apartment
0,5250,apartment
4,22680,apartment
0,4290,apartment
6,1800,room
10,2250,apartment
24,8970,apartment
23,8970,apartment
11,4500,apartment
1,3600,apartment
21,7200,apartment
0,7470,apartment
6,1950,room
0,29970,apartment
1,4350,apartment
16,8400,apartment
6,2250,apartment
8,2970,apartment
6,1350,room
30,12000,apartment
1,8970,apartment
2,4350,apartment
28,4350,apartment
13,4470,apartment
2,5400,apartment
26,2250,apartment
7,3000,room
4,1800,room
6,1380,room
26,6210,apartment
5,4800,apartment
28,14850,apartment
0,1650,room
24,1800,room
0,6600,apartment
14,1470,apartment
8,4470,apartment
2,3000,room
0,6000,apartment
0,9000,apartment
14,3000,room
5,1950,room
5,6000,apartment
0,15000,apartment
22,4800,apartment
30,13500,apartment
30,9000,room
7,15000,apartment
27,1350,room
0,7500,apartment
2,2970,apartment
6,3000,room
7,9000,apartment
6,5280,apartment
5,4530,apartment
29,29970,apartment
28,7800,apartment
18,4500,apartment
26,1500,room
14,30000,apartment
0,1500,room
29,30060,apartment
29,27000,apartment
6,15000,apartment
25,6000,apartment
10,1950,room
9,14250,apartment
4,3000,room
1,12300,apartment
4,14250,apartment
0,4500,room
0,6750,apartment
6,4500,room
11,3270,apartment
6,5730,apartment
1,6960,room
16,3600,apartment
8,4500,apartment
4,4200,apartment
7,2700,room
0,12000,apartment
14,30000,room
0,5850,apartment
14,1950,apartment
15,3900,room
14,5850,apartment
7,3750,apartment
3,6600,apartment
6,8970,apartment
7,4500,room
0,3810,apartment
7,2850,apartment
24,2400,room
7,1050,room
19,9000,apartment
13,3750,apartment
27,4500,apartment
0,1740,apartment
28,2100,room
11,3660,apartment
11,3000,apartment
26,24630,apartment
0,5070,apartment
7,6600,apartment
6,3000,apartment
28,9000,apartment
21,3900,apartment
30,3300,room
23,21000,apartment
0,6750,apartment
0,3270,room
0,1500,room
15,2340,apartment
7,1470,room
14,5670,apartment
3,6000,room
4,2550,apartment
0,9870,apartment
4,2850,room
22,14700,apartment
29,1500,room
22,1500,room
7,2850,room
20,5700,apartment
0,2400,apartment
1,4800,room
1,7800,apartment
6,5550,apartment
13,1050,room
5,5670,apartment
0,2250,room
3,16500,apartment
24,34800,apartment
6,10500,apartment
8,2250,room
13,2970,apartment
6,19350,apartment
29,15000,apartment
10,3210,apartment
14,1920,room
0,8700,apartment
0,3750,apartment
5,4500,apartment
7,1350,room
22,4500,apartment
29,2970,apartment
12,6000,apartment
14,9000,apartment
2,3750,apartment
14,4470,apartment
14,2640,apartment
28,5850,apartment
0,4800,apartment
5,2550,apartment
8,5280,apartment
0,10500,apartment
30,14850,room
0,7500,apartment
28,48000,apartment
29,14970,apartment
7,2700,apartment
6,7500,apartment
5,2940,room
3,6000,apartment
0,4500,room
13,2760,apartment
0,120000,apartment
28,3750,apartment
19,1650,room
14,3270,apartment
28,1500,room
21,3750,apartment
7,7500,apartment
30,1650,room
0,6870,apartment
1,3000,apartment
0,2400,room
15,4950,apartment
2,18000,apartment
2,1350,room
13,5910,apartment
6,9000,apartment
6,2250,apartment
0,9870,apartment
6,4500,room
0,1800,room
3,2640,apartment
0,12000,apartment
6,4710,apartment
6,24000,apartment
7,17850,apartment
30,15000,room
6,2970,apartment
6,3000,room
29,20850,apartment
0,1380,room
14,3060,apartment
29,3600,apartment
10,7500,apartment
8,2250,apartment
29,2850,apartment
12,3000,apartment
14,18000,apartment
0,30000,apartment
4,2550,apartment
13,5100,apartment
12,1500,room
2,12600,apartment
6,3300,apartment
2,4800,apartment
4,8100,room
9,2640,apartment
30,2880,apartment
0,2100,room
13,2490,apartment
6,3150,apartment
0,12000,apartment
7,7500,apartment
0,3450,apartment
0,2850,room
26,2400,room
28,29970,apartment
6,10500,apartment
22,2250,room
0,2250,room
6,7500,apartment
19,5100,apartment
6,4500,room
4,5400,room
29,14970,apartment
11,6000,apartment
3,2700,room
7,1500,room
0,2610,apartment
14,16500,apartment
1,1050,room
30,10470,apartment
0,5250,apartment
6,1050,room
7,5100,room
12,4530,apartment
0,1800,room
13,4170,room
0,2100,room
7,2400,room
1,5850,apartment
24,5850,apartment
30,27000,apartment
4,4500,apartment
19,7500,apartment
7,2100,room
14,1950,room
6,4500,apartment
6,2700,apartment
23,3750,apartment
2,3000,apartment
6,3900,apartment
30,180000,apartment
0,7500,apartment
13,9000,apartment
5,5250,apartment
3,2250,room
0,2850,room
0,2250,room
0,6000,room
0,6750,apartment
0,4500,apartment
6,2970,apartment
0,5640,apartment
6,9000,apartment
15,7500,apartment
0,2970,apartment
0,10500,apartment
5,5700,apartment
0,15420,apartment
0,2850,apartment
2,2430,apartment
0,9000,room
6,3600,apartment
8,9000,apartment
25,2970,apartment
28,8850,apartment
6,3300,room
10,13500,apartment
0,10500,apartment
0,30000,apartment
3,2700,apartment
26,6600,apartment
2,2400,room
5,3270,room
2,7500,room
0,11400,room
30,4770,apartment
0,7500,apartment
28,20250,apartment
0,4500,apartment
2,4500,apartment
29,10800,apartment
10,6600,apartment
0,12000,room
6,5700,apartment
7,4350,apartment
18,15000,apartment
3,3600,room
0,7500,apartment
25,17970,apartment
0,12750,apartment
25,10470,apartment
4,1050,room
5,10500,apartment
6,2100,room
6,1770,room
29,1770,apartment
13,1770,apartment
10,1500,room
2,13500,apartment
0,1500,room
30,9000,apartment
0,9000,room
2,3510,room
3,2670,room
2,16500,apartment
9,4530,apartment
8,1080,room
0,2100,room
30,2400,room
3,4200,room
3,6000,apartment
0,6150,apartment
0,2550,room
29,4500,apartment
29,3600,apartment
12,13650,apartment
12,37500,apartment
10,4200,apartment
2,26640,apartment
14,129630,apartment
27,6000,apartment
0,4440,apartment
12,2970,apartment
1,7500,apartment
14,2100,room
10,2070,apartment
25,4500,room
2,2850,room
8,3900,apartment
5,3450,room
5,5520,apartment
0,14250,room
6,4350,apartment
24,6750,apartment
12,9000,apartment
6,1500,room
7,67500,room
8,3900,apartment
19,3870,apartment
1,4500,room
14,1800,room
0,6600,apartment
3,7800,apartment
27,7500,apartment
0,4500,apartment
14,12750,apartment
30,6000,room
2,2160,room
0,1110,room
5,4740,apartment
5,6000,apartment
8,1470,apartment
22,6060,apartment
12,1620,room
21,5250,apartment
13,5400,apartment
0,3000,apartment
5,3180,apartment
29,1800,apartment
0,1650,room
6,8970,apartment
28,5730,apartment
8,6750,apartment
21,5400,apartment
4,1170,room
7,6000,apartment
2,3750,apartment
14,4050,room
0,3000,apartment
13,9000,apartment
5,2550,apartment
6,2370,room
15,4170,room
0,30000,apartment
29,3750,apartment
6,7470,apartment
17,54000,apartment
29,57180,apartment
6,6000,room
6,1650,room
3,3750,apartment
4,18750,apartment
12,2970,apartment
14,2700,room
0,2700,apartment
7,1950,room
14,3000,room
29,4470,apartment
24,4170,apartment
0,2820,room
0,3150,room
21,10500,apartment
14,1740,apartment
1,4110,apartment
0,4470,room
5,1770,apartment
6,2850,apartment
14,10500,apartment
6,6000,room
30,5670,room
2,3000,room
0,4500,room
29,11850,apartment
17,10500,apartment
9,3000,room
14,5250,room
30,6750,apartment
9,2100,room
4,4500,room
19,4470,apartment
2,3270,apartment
9,3000,apartment
8,1440,room
14,2970,apartment
0,1440,room
0,1200,room
30,4500,apartment
4,4500,room
5,4500,room
3,2250,apartment
29,4500,apartment
5,4950,apartment
1,4470,room
1,2250,room
27,2070,apartment
0,3480,apartment
8,2970,apartment
30,6000,room
0,7500,apartment
23,29850,apartment
9,15000,apartment
3,11670,apartment
3,11670,apartment
27,13500,apartment
6,4890,apartment
13,2250,apartment
7,3450,apartment
1,2370,room
8,10500,room
3,9570,apartment
30,750,room
6,6000,apartment
14,2250,apartment
14,7500,apartment
2,1470,room
6,1380,room
7,1200,room
21,1200,room
11,1800,room
22,1500,room
14,13470,apartment
7,1350,room
4,3990,apartment
30,630,room
30,2100,room
30,1500,room
23,1800,room
9,2400,room
7,5250,apartment
28,8850,apartment
0,30000,apartment
28,5850,apartment
29,3720,apartment
10,5250,apartment
0,2850,apartment
22,20400,apartment
0,1680,apartment
29,3600,apartment
30,2640,room
0,1050,room
8,6000,apartment
21,13500,apartment
7,7500,apartment
4,2970,apartment
6,13500,apartment
0,1770,room
0,1170,room
13,6750,apartment
14,5100,apartment
5,4500,apartment
9,7470,apartment
27,1050,room
30,1500,room
10,3000,apartment
9,13020,apartment
11,3750,apartment
0,1140,room
14,1500,apartment
0,750,room
23,8970,apartment
14,750,room
7,690,room
2,5250,apartment
29,1800,room
28,24030,apartment
26,5100,apartment
10,8340,apartment
2,780,room
22,2250,apartment
18,22500,apartment
30,1950,room
4,1500,room
29,1320,room
13,2970,apartment
5,7500,apartment
2,9000,apartment
1,1800,room
30,4500,apartment
14,5400,apartment
13,5970,apartment
14,8250,apartment
12,1770,room
5,2280,apartment
29,2400,apartment
11,2760,apartment
23,4770,room
30,4770,apartment
7,9000,apartment
29,17850,apartment
27,11400,apartment
0,4500,apartment
0,1500,room
14,10500,apartment
5,7470,apartment
9,6000,apartment
14,5250,room
14,2100,room
30,510,room
29,4470,apartment
2,1500,room
7,5970,room
7,5970,room
29,6150,room
8,6150,room
7,6150,room
29,6600,room
29,7470,room
8,5970,room
29,6900,room
28,6900,room
28,6900,room
7,7350,room
7,7350,room
7,8670,room
29,8670,room
4,1950,room
6,750,room
8,6000,apartment
4,1950,room
6,1650,room
7,1350,room
11,2250,apartment
14,5250,room
14,8250,room
8,4500,apartment
4,1350,room
3,57000,apartment
16,12750,apartment
5,33000,apartment
2,2370,apartment
6,3600,room
20,1350,room
29,1290,room
17,3570,apartment
11,2040,room
0,1110,room
0,2520,apartment
0,7470,apartment
8,2670,apartment
0,4950,apartment
2,1170,room
2,1260,room
5,2400,apartment
11,3000,apartment
0,1800,apartment
2,2970,room
7,2550,room
0,2100,room
29,4170,apartment
5,6750,room
21,4350,apartment
29,6600,apartment
29,6600,apartment
29,6600,apartment
30,5880,apartment
12,3300,apartment
24,2100,apartment
6,4830,apartment
14,3300,apartment
28,4170,apartment
12,1500,room
1,6000,apartment
5,5730,apartment
6,2250,room
5,2670,apartment
13,7770,apartment
13,8970,apartment
1,3270,apartment
0,1500,room
14,1650,room
6,2130,apartment
24,8970,apartment
0,1350,room
1,3360,apartment
7,2400,room
2,1170,room
28,14970,apartment
30,9000,apartment
14,5250,room
24,28560,apartment
23,6000,apartment
1,3360,apartment
1,3450,apartment
0,3570,apartment
3,8250,apartment
26,9000,apartment
11,4200,apartment
5,1950,room
12,3750,room
4,1350,room
14,1800,room
0,2550,apartment
0,2850,room
12,5370,apartment
1,1470,room
0,60000,apartment
29,1800,room
23,690,room
4,2970,apartment
15,3600,apartment
4,15000,apartment
5,3900,apartment
0,9000,apartment
6,4800,apartment
30,3000,room
30,3000,room
27,1800,room
21,7470,apartment
3,7500,room
1,720,room
11,3000,apartment
8,7500,apartment
13,7500,apartment
8,12000,apartment
9,6000,apartment
28,16800,apartment
6,1950,room
7,1500,room
27,23850,apartment
0,2670,apartment
24,14850,apartment
5,9000,apartment
12,8850,apartment
3,54000,apartment
3,5100,apartment
13,8850,apartment
6,1770,room
7,2070,room
29,2670,apartment
28,2790,apartment
30,3000,apartment
13,18000,apartment
14,1470,room
0,3750,room
29,4470,apartment
6,2250,room
30,3600,apartment
14,7500,apartment
0,2370,room
22,3780,apartment
24,1350,room
0,2970,apartment
5,4470,apartment
0,7500,apartment
28,17820,apartment
29,14040,apartment
14,1410,room
5,2550,apartment
8,6000,apartment
30,8160,apartment
13,8250,apartment
30,15000,apartment
14,1200,room
4,5250,apartment
29,15000,apartment
7,8370,apartment
30,10500,apartment
26,3450,apartment
24,7500,apartment
0,2610,apartment
23,8970,apartment
21,37500,apartment
14,10500,apartment
0,4200,room
6,5370,apartment
27,1380,room
0,2730,apartment
3,5970,apartment
28,1050,room
23,1140,room
12,960,room
4,7500,apartment
2,9300,apartment
6,3420,apartment
22,5010,apartment
14,2670,apartment
1,3900,apartment
6,2070,room
14,4500,apartment
16,3750,apartment
30,1560,apartment
28,2070,room
30,5400,apartment
16,13500,apartment
7,4800,apartment
23,990,room
21,7500,apartment
8,4470,apartment
9,4470,apartment
0,1800,apartment
9,4170,apartment
11,4470,apartment
9,4500,apartment
10,4140,apartment
4,1890,room
0,1050,room
30,5400,apartment
4,1650,room
10,5670,apartment
27,5670,apartment
10,12450,apartment
4,4710,apartment
30,5250,apartment
1,16500,apartment
7,1200,room
5,1650,apartment
2,1800,room
28,8250,apartment
12,1200,room
4,690,room
4,4440,apartment
27,3750,apartment
8,4050,apartment
13,2670,apartment
2,12000,apartment
14,9000,apartment
30,12870,apartment
30,6810,apartment
6,6000,apartment
8,2250,apartment
4,5970,apartment
0,18000,apartment
1,4170,room
2,2400,apartment
7,2070,room
1,5250,apartment
3,5250,apartment
0,29970,apartment
0,29970,apartment
4,4650,apartment
28,15960,apartment
17,3300,room
3,5460,apartment
12,6000,apartment
0,6750,apartment
0,5850,apartment
27,3300,room
9,1920,apartment
30,2400,room
28,2790,apartment
29,5700,apartment
14,3300,room
13,6840,apartment
7,2250,room
14,15030,apartment
29,10350,apartment
29,9060,apartment
2,2310,apartment
29,26550,apartment
19,1170,room
8,12000,apartment
29,9000,apartment
2,1440,room
28,16470,apartment
17,2160,apartment
30,5940,apartment
18,6750,apartment
21,3750,apartment
8,2970,apartment
25,10500,apartment
8,4170,apartment
14,7500,room
30,1350,room
0,7200,apartment
4,4950,apartment
4,15000,room
3,5250,room
6,5250,apartment
14,1170,room
8,2250,room
30,4230,apartment
22,900,room
2,1500,room
23,4200,apartment
24,4560,apartment
27,4350,apartment
23,3870,apartment
3,1800,room
25,4290,apartment
20,4740,apartment
3,1080,room
30,26550,apartment
29,3750,apartment
14,30000,apartment
6,7500,apartment
14,300000,apartment
30,3300,apartment
3,2250,apartment
5,2250,room
0,7500,apartment
23,26850,apartment
8,2640,apartment
27,1290,apartment
29,2130,room
13,15000,apartment
29,2250,room
13,5100,apartment
0,1800,room
0,3870,apartment
30,16500,apartment
26,2550,room
11,5070,apartment
0,1170,room
13,2250,apartment
1,2070,room
12,2250,apartment
14,8250,apartment
19,2250,apartment
18,2430,apartment
1,2250,apartment
14,8970,apartment
11,5370,apartment
7,8070,apartment
12,3600,apartment
4,2310,room
11,3750,apartment
30,25500,apartment
30,2070,room
11,2400,room
0,2760,apartment
6,1500,room
13,2550,room
12,4770,apartment
22,4800,apartment
6,4560,apartment
7,1470,room
6,8370,apartment
2,4470,apartment
6,1950,room
5,3600,apartment
30,2250,apartment
1,5670,apartment
28,3690,apartment
2,60000,apartment
0,1440,room
30,10500,apartment
20,7500,apartment
14,7500,apartment
2,870,room
28,30660,apartment
6,4140,apartment
5,5070,apartment
29,3600,apartment
3,1440,room
0,2250,room
24,7470,apartment
14,2040,room
12,5100,apartment
29,2250,apartment
7,4470,apartment
0,3720,apartment
28,10500,apartment
30,10470,apartment
27,750,room
14,4170,room
23,8970,apartment
28,3000,apartment
30,3480,apartment
30,3150,apartment
28,5850,apartment
14,300000,apartment
8,1350,room
6,15000,apartment
2,1200,room
26,2970,apartment
4,3600,apartment
6,4470,apartment
7,4470,apartment
6,4470,apartment
25,12000,apartment
30,7500,apartment
28,20850,apartment
14,6000,apartment
23,8970,apartment
1,3750,apartment
1,2700,apartment
24,1950,apartment
5,3450,apartment
1,2850,room
27,1260,apartment
13,3300,room
30,2400,room
30,7500,apartment
4,4500,apartment
22,1080,room
0,5250,apartment
8,1770,apartment
26,6300,apartment
28,2940,room
30,2700,apartment
20,4650,apartment
6,1350,room
7,3870,apartment
30,6840,apartment
14,4050,apartment
2,1170,room
30,6000,apartment
26,20850,apartment
7,3000,apartment
10,1500,apartment
6,3000,apartment
16,1350,room
19,29850,apartment
29,32160,apartment
29,900,room
25,10560,apartment
25,6420,apartment
26,10500,apartment
27,3600,room
0,2400,room
19,3750,apartment
1,2970,apartment
0,1650,room
11,1770,room
4,8970,apartment
3,3870,apartment
7,390,room
28,1650,room
10,5070,apartment
29,3270,apartment
30,7470,apartment
2,2370,apartment
29,1800,room
29,6750,apartment
4,2100,apartment
5,2730,apartment
5,4050,apartment
30,8100,apartment
25,1950,room
12,5250,apartment
5,2400,room
25,4200,apartment
11,5400,apartment
7,2070,room
26,1350,room
30,3600,apartment
18,11400,apartment
6,3900,apartment
27,5970,apartment
0,9000,room
7,4260,room
23,8970,apartment
2,5070,apartment
2,1050,room
6,870,room
22,1410,room
24,8970,apartment
14,5250,room
29,4260,apartment
28,4320,apartment
28,4290,apartment
29,4230,apartment
28,5400,apartment
7,2250,room
11,2250,apartment
29,7680,apartment
1,2550,room
12,3030,apartment
5,1650,room
6,6840,apartment
10,5580,apartment
5,2340,apartment
30,7500,apartment
30,7500,apartment
30,7500,apartment
30,7500,apartment
30,7500,apartment
14,5850,apartment
0,1050,room
14,2070,room
11,2250,room
5,1350,room
29,8970,apartment
29,3600,apartment
25,1650,room
29,1620,room
6,5730,apartment
30,1770,room
9,1770,room
10,7500,apartment
0,3600,apartment
14,4500,apartment
6,21000,apartment
14,1500,room
0,3750,apartment
10,5850,apartment
25,5850,apartment
18,2070,apartment
30,5070,apartment
29,6870,apartment
1,3600,apartment
0,3000,room
20,3750,apartment
20,2400,room
27,5970,apartment
5,5640,apartment
1,5970,apartment
27,13350,apartment
7,8370,apartment
30,3750,apartment
11,4500,apartment
5,3750,apartment
11,4080,apartment
30,1680,room
2,2640,apartment
0,1650,room
